Day,Month,Year,o3_egnatia,o3_egnatia_yest,o3_eptapyrgiou,o3_lagkada,no2_egnatia,no2_egnatia_yest,temperature_egnatia,humidity_egnatia,WINDS_kord,WINDD_kord,Target
4780,1,2,2013,16.0,15.0,42.0,33.0,106.0,107.0,9.8,48.0,0.7,189.86,12.0
4781,2,2,2013,12.0,16.0,32.0,21.0,102.0,106.0,9.7,69.0,1.02,142.39,28.0
4782,3,2,2013,28.0,12.0,61.0,41.0,66.0,102.0,14.9,60.0,1.25,136.39,11.0
4783,4,2,2013,11.0,28.0,39.0,18.0,106.0,66.0,12.1,59.0,0.68,163.66,21.0
4784,5,2,2013,21.0,11.0,42.0,34.0,79.0,106.0,10.6,59.0,0.83,188.26,15.0
4785,6,2,2013,15.0,21.0,34.0,21.0,86.0,79.0,11.0,74.0,1.02,145.38,20.0
4786,7,2,2013,20.0,15.0,52.0,30.0,79.0,86.0,12.2,70.0,1.45,174.11,25.0
4787,8,2,2013,25.0,20.0,60.0,54.0,83.0,79.0,8.4,59.0,1.07,171.62,25.0
4788,9,2,2013,25.0,25.0,38.0,42.0,82.0,83.0,7.3,59.0,0.71,187.12,23.0
4789,10,2,2013,23.0,25.0,44.0,42.0,83.0,82.0,9.3,57.0,1.1,231.14,17.0
4790,11,2,2013,17.0,23.0,51.0,27.0,98.0,83.0,9.2,43.0,1.17,144.41,11.0
4791,12,2,2013,11.0,17.0,41.0,15.0,96.0,98.0,9.8,57.0,1.42,123.8,21.0
4792,13,2,2013,21.0,11.0,61.0,35.0,82.0,96.0,11.5,71.0,0.82,165.98,23.0
4793,14,2,2013,23.0,21.0,59.0,48.0,80.0,82.0,10.7,71.0,0.72,175.88,19.0
4794,15,2,2013,19.0,23.0,41.0,33.0,70.0,80.0,10.9,63.0,1.35,121.7,19.0
4795,16,2,2013,19.0,19.0,43.0,36.0,69.0,70.0,9.0,75.0,1.6,75.6,32.0
4796,17,2,2013,32.0,19.0,52.0,58.0,68.0,69.0,8.5,62.0,0.92,179.08,11.0
4797,18,2,2013,11.0,32.0,34.0,24.0,81.0,68.0,7.9,73.0,1.25,94.05,25.0
4798,19,2,2013,25.0,11.0,50.0,44.0,77.0,81.0,6.9,77.0,1.12,110.51,29.0
4799,20,2,2013,29.0,25.0,41.0,45.0,73.0,77.0,8.3,69.0,1.11,114.19,13.0
4800,21,2,2013,13.0,29.0,44.0,30.0,89.0,73.0,9.0,78.0,1.48,78.62,26.0
4801,22,2,2013,26.0,13.0,50.0,48.0,82.0,89.0,9.7,76.0,0.87,93.06,12.0
4802,23,2,2013,12.0,26.0,25.0,20.0,83.0,82.0,10.2,78.0,0.98,141.03,22.0
4803,24,2,2013,22.0,12.0,37.0,36.0,68.0,83.0,12.8,79.0,2.23,80.79,29.0
4804,25,2,2013,29.0,22.0,52.0,51.0,78.0,68.0,15.7,67.0,1.92,130.12,29.0
4805,26,2,2013,29.0,29.0,46.0,47.0,88.0,78.0,12.6,79.0,1.24,129.76,33.0
4806,27,2,2013,33.0,29.0,54.0,53.0,90.0,88.0,11.0,69.0,1.3,93.88,22.0
4808,1,3,2013,21.0,22.0,41.0,33.0,79.0,76.0,9.5,62.0,0.84,174.58,12.0
4809,2,3,2013,12.0,21.0,37.0,21.0,85.0,79.0,9.3,71.0,0.88,187.79,26.0
4810,3,3,2013,26.0,12.0,43.0,46.0,69.0,85.0,9.1,69.0,1.15,183.18,26.0
4811,4,3,2013,26.0,26.0,56.0,47.0,86.0,69.0,11.5,43.0,1.26,162.51,38.0
4812,5,3,2013,38.0,26.0,52.0,51.0,74.0,86.0,10.4,60.0,1.34,127.02,45.0
4813,6,3,2013,45.0,38.0,60.0,56.0,75.0,74.0,10.4,57.0,1.12,124.68,30.0
4814,7,3,2013,30.0,45.0,44.0,44.0,80.0,75.0,10.9,72.0,0.66,263.66,22.0
4815,8,3,2013,22.0,30.0,33.0,34.0,73.0,80.0,11.3,85.0,0.65,219.55,20.0
4816,9,3,2013,20.0,22.0,34.0,28.0,75.0,73.0,13.2,81.0,0.74,164.78,21.0
4817,10,3,2013,21.0,20.0,36.0,28.0,74.0,75.0,13.2,82.0,0.86,190.11,17.0
4818,11,3,2013,17.0,21.0,41.0,27.0,88.0,74.0,16.2,64.0,0.86,152.64,19.0
4819,12,3,2013,19.0,17.0,50.0,31.0,97.0,88.0,14.8,54.0,1.07,116.35,27.0
4820,13,3,2013,27.0,19.0,55.0,41.0,79.0,97.0,14.6,55.0,2.16,146.26,51.0
4821,14,3,2013,51.0,27.0,59.0,58.0,55.0,79.0,15.8,60.0,2.24,164.86,47.0
4822,15,3,2013,47.0,51.0,58.0,57.0,64.0,55.0,12.2,57.0,2.97,267.16,55.0
4823,16,3,2013,55.0,47.0,60.0,66.0,61.0,64.0,5.7,42.0,1.89,212.41,55.0
4824,17,3,2013,55.0,55.0,65.0,64.0,67.0,61.0,6.3,38.0,1.22,146.53,33.0
4825,18,3,2013,33.0,55.0,45.0,49.0,70.0,67.0,8.0,72.0,0.63,274.03,23.0
4826,19,3,2013,23.0,33.0,32.0,32.0,72.0,70.0,12.0,74.0,0.76,195.58,22.0
4827,20,3,2013,22.0,23.0,45.0,30.0,79.0,72.0,13.6,67.0,0.9,172.5,19.0
4828,21,3,2013,19.0,22.0,37.0,30.0,71.0,79.0,13.5,82.0,2.91,283.38,50.0
4829,22,3,2013,50.0,19.0,63.0,66.0,70.0,71.0,11.9,37.0,3.05,226.95,53.0
4830,23,3,2013,53.0,50.0,63.0,65.0,82.0,70.0,12.2,31.0,1.22,180.32,37.0
4831,24,3,2013,37.0,53.0,62.0,48.0,93.0,82.0,12.8,55.0,1.78,139.18,72.0
4832,25,3,2013,72.0,37.0,67.0,69.0,75.0,93.0,14.6,67.0,1.94,108.84,38.0
4836,29,3,2013,18.0,16.0,31.0,30.0,70.0,74.0,12.5,76.0,0.88,138.83,16.0
4837,30,3,2013,16.0,18.0,30.0,32.0,79.0,70.0,13.7,79.0,0.5,188.78,8.0
4839,1,4,2013,18.0,8.0,45.0,33.0,98.0,71.0,15.7,66.0,0.76,166.0,10.0
4840,2,4,2013,10.0,18.0,37.0,28.0,96.0,98.0,15.3,66.0,1.21,200.74,24.0
4841,3,4,2013,24.0,10.0,45.0,36.0,88.0,96.0,15.9,72.0,1.21,241.2,30.0
4842,4,4,2013,30.0,24.0,58.0,41.0,98.0,88.0,16.7,54.0,1.02,121.87,20.0
4843,5,4,2013,20.0,30.0,51.0,27.0,100.0,98.0,16.6,60.0,0.88,161.03,27.0
4844,6,4,2013,27.0,20.0,53.0,36.0,90.0,100.0,16.4,71.0,1.4,96.26,30.0
4845,7,4,2013,30.0,27.0,52.0,41.0,76.0,90.0,15.8,76.0,1.03,177.71,23.0
4846,8,4,2013,23.0,30.0,41.0,32.0,76.0,76.0,11.9,71.0,1.17,102.27,34.0
4847,9,4,2013,34.0,23.0,51.0,46.0,78.0,76.0,12.6,78.0,1.02,162.54,33.0
4848,10,4,2013,33.0,34.0,53.0,45.0,86.0,78.0,14.3,72.0,1.06,227.35,23.0
4849,11,4,2013,23.0,33.0,59.0,43.0,98.0,86.0,17.1,56.0,1.18,167.94,30.0
4850,12,4,2013,30.0,23.0,51.0,44.0,63.0,98.0,16.0,70.0,0.8,186.19,34.0
4851,13,4,2013,34.0,30.0,50.0,40.0,68.0,63.0,16.2,74.0,1.43,161.7,42.0
4852,14,4,2013,42.0,34.0,60.0,57.0,54.0,68.0,16.9,61.0,1.59,244.52,43.0
4853,15,4,2013,43.0,42.0,64.0,62.0,70.0,54.0,16.0,44.0,1.53,214.83,34.0
4854,16,4,2013,34.0,43.0,57.0,57.0,59.0,70.0,15.9,49.0,1.28,193.54,45.0
4855,17,4,2013,45.0,34.0,69.0,60.0,60.0,59.0,17.0,39.0,1.2,144.97,51.0
4856,18,4,2013,51.0,45.0,65.0,55.0,64.0,60.0,15.6,52.0,1.18,179.01,38.0
4857,19,4,2013,38.0,51.0,59.0,55.0,59.0,64.0,15.2,53.0,1.03,159.73,41.0
4858,20,4,2013,41.0,38.0,54.0,49.0,60.0,59.0,15.5,59.0,0.92,202.73,43.0
4859,21,4,2013,43.0,41.0,57.0,43.0,59.0,60.0,17.5,56.0,1.3,151.17,41.0
4860,22,4,2013,41.0,43.0,64.0,55.0,72.0,59.0,17.9,51.0,1.15,158.39,50.0
4861,23,4,2013,50.0,41.0,57.0,58.0,79.0,72.0,17.5,58.0,0.91,181.93,33.0
4862,24,4,2013,33.0,50.0,53.0,45.0,63.0,79.0,19.1,59.0,0.87,183.89,30.0
4863,25,4,2013,30.0,33.0,54.0,44.0,42.0,63.0,20.5,57.0,0.89,202.48,38.0
4864,26,4,2013,38.0,30.0,55.0,47.0,50.0,42.0,21.5,54.0,1.0,161.27,48.0
4865,27,4,2013,48.0,38.0,61.0,58.0,48.0,50.0,20.7,59.0,0.87,152.92,51.0
4866,28,4,2013,51.0,48.0,72.0,72.0,53.0,48.0,21.0,58.0,0.87,179.62,46.0
4867,29,4,2013,46.0,51.0,83.0,58.0,72.0,53.0,22.1,59.0,0.91,200.69,48.0
4869,1,5,2013,45.0,48.0,75.0,63.0,73.0,79.0,24.1,53.0,1.01,192.09,46.0
4870,2,5,2013,46.0,45.0,67.0,51.0,70.0,73.0,23.8,54.0,0.97,174.47,50.0
4871,3,5,2013,50.0,46.0,66.0,56.0,60.0,70.0,23.4,53.0,0.87,168.44,53.0
4872,4,5,2013,53.0,50.0,80.0,63.0,63.0,60.0,24.5,52.0,1.12,165.12,56.0
4873,5,5,2013,56.0,53.0,84.0,74.0,52.0,63.0,24.7,52.0,1.19,170.66,54.0
4874,6,5,2013,54.0,56.0,77.0,71.0,49.0,52.0,23.7,60.0,0.97,179.56,39.0
4875,7,5,2013,39.0,54.0,65.0,30.0,50.0,49.0,22.7,64.0,1.18,163.01,35.0
4876,8,5,2013,35.0,39.0,71.0,35.0,56.0,50.0,21.0,63.0,1.48,220.59,40.0
4877,9,5,2013,40.0,35.0,71.0,43.0,61.0,56.0,19.0,66.0,1.05,246.03,35.0
4878,10,5,2013,35.0,40.0,76.0,41.0,63.0,61.0,21.7,54.0,1.15,197.38,43.0
4879,11,5,2013,43.0,35.0,79.0,56.0,62.0,63.0,22.6,49.0,1.25,202.35,49.0
4880,12,5,2013,49.0,43.0,91.0,80.0,65.0,62.0,21.0,57.0,1.61,217.71,33.0
4881,13,5,2013,33.0,49.0,57.0,59.0,53.0,65.0,19.0,64.0,2.55,238.12,37.0
4882,14,5,2013,37.0,33.0,71.0,57.0,61.0,53.0,19.9,47.0,1.35,195.85,34.0
4883,15,5,2013,34.0,37.0,77.0,68.0,65.0,61.0,21.3,48.0,0.95,177.28,15.0
4884,16,5,2013,15.0,34.0,63.0,50.0,61.0,65.0,20.3,69.0,1.16,150.7,57.0
4885,17,5,2013,57.0,15.0,66.0,55.0,58.0,61.0,21.7,67.0,1.02,175.8,51.0
4886,18,5,2013,51.0,57.0,68.0,49.0,64.0,58.0,23.5,58.0,0.9,195.98,51.0
4887,19,5,2013,51.0,51.0,61.0,49.0,58.0,64.0,24.6,56.0,1.07,209.54,56.0
4888,20,5,2013,56.0,51.0,64.0,53.0,63.0,58.0,24.8,57.0,1.23,199.76,71.0
4889,21,5,2013,71.0,56.0,72.0,68.0,80.0,63.0,26.9,39.0,1.06,205.01,60.0
4890,22,5,2013,60.0,71.0,68.0,58.0,75.0,80.0,24.7,57.0,1.58,179.57,73.0
4891,23,5,2013,73.0,60.0,82.0,71.0,63.0,75.0,26.3,40.0,1.92,269.24,48.0
4892,24,5,2013,48.0,73.0,90.0,86.0,70.0,63.0,24.0,37.0,1.4,197.59,49.0
4893,25,5,2013,49.0,48.0,83.0,72.0,53.0,70.0,24.0,36.0,1.96,206.89,56.0
4894,26,5,2013,56.0,49.0,91.0,82.0,49.0,53.0,24.1,34.0,1.62,202.26,54.0
4895,27,5,2013,54.0,56.0,92.0,79.0,62.0,49.0,20.8,34.0,1.34,181.35,46.0
4896,28,5,2013,46.0,54.0,85.0,67.0,68.0,62.0,21.1,51.0,1.29,145.76,55.0
4897,29,5,2013,55.0,46.0,96.0,80.0,71.0,68.0,23.9,44.0,1.12,157.94,42.0
4898,30,5,2013,42.0,55.0,77.0,70.0,70.0,71.0,25.5,40.0,1.94,283.69,53.0
4900,1,6,2013,54.0,53.0,76.0,62.0,57.0,67.0,22.2,31.0,1.76,183.14,51.0
4901,2,6,2013,51.0,54.0,73.0,66.0,50.0,57.0,20.7,54.0,1.1,150.74,53.0
4902,3,6,2013,53.0,51.0,78.0,64.0,67.0,50.0,22.5,46.0,1.28,149.76,58.0
4903,4,6,2013,58.0,53.0,87.0,78.0,66.0,67.0,22.9,47.0,1.13,173.6,59.0
4904,5,6,2013,59.0,58.0,80.0,64.0,67.0,66.0,22.0,56.0,1.09,231.79,51.0
4905,6,6,2013,51.0,59.0,77.0,61.0,61.0,67.0,23.1,52.0,1.34,154.14,55.0
4906,7,6,2013,55.0,51.0,82.0,66.0,68.0,61.0,23.6,52.0,3.16,327.9,60.0
4907,8,6,2013,60.0,55.0,84.0,75.0,61.0,68.0,24.3,51.0,1.27,176.15,58.0
4908,9,6,2013,58.0,60.0,83.0,74.0,50.0,61.0,24.3,61.0,1.24,181.94,52.0
4909,10,6,2013,52.0,58.0,77.0,64.0,61.0,50.0,24.0,62.0,1.29,168.27,54.0
4910,11,6,2013,54.0,52.0,83.0,72.0,67.0,61.0,23.1,62.0,1.9,128.46,48.0
4911,12,6,2013,48.0,54.0,76.0,69.0,62.0,67.0,21.4,64.0,1.62,242.55,36.0
4912,13,6,2013,36.0,48.0,59.0,51.0,65.0,62.0,23.3,59.0,1.02,188.73,42.0
4913,14,6,2013,42.0,36.0,73.0,54.0,80.0,65.0,24.3,56.0,1.3,205.64,52.0
4914,15,6,2013,52.0,42.0,73.0,62.0,79.0,80.0,26.6,51.0,1.31,240.94,63.0
4915,16,6,2013,63.0,52.0,91.0,81.0,75.0,79.0,28.6,43.0,1.12,208.52,61.0
4916,17,6,2013,61.0,63.0,84.0,65.0,73.0,75.0,28.4,48.0,1.13,169.26,50.0
4917,18,6,2013,50.0,61.0,76.0,46.0,76.0,73.0,29.2,49.0,1.21,163.38,54.0
4918,19,6,2013,54.0,50.0,107.0,67.0,76.0,76.0,29.5,48.0,1.03,196.47,54.0
4919,20,6,2013,54.0,54.0,82.0,68.0,62.0,76.0,29.4,51.0,1.22,199.4,59.0
4920,21,6,2013,59.0,54.0,82.0,72.0,61.0,62.0,27.7,56.0,1.19,195.18,52.0
4921,22,6,2013,52.0,59.0,76.0,61.0,54.0,61.0,27.6,61.0,0.94,178.88,52.0
4922,23,6,2013,52.0,52.0,73.0,60.0,54.0,54.0,28.4,56.0,1.32,189.33,61.0
4923,24,6,2013,61.0,52.0,83.0,77.0,52.0,54.0,28.9,48.0,1.17,213.02,58.0
4924,25,6,2013,58.0,61.0,89.0,71.0,66.0,52.0,29.0,51.0,2.13,254.66,54.0
4925,26,6,2013,54.0,58.0,78.0,71.0,66.0,66.0,27.8,40.0,2.41,290.71,41.0
4926,27,6,2013,41.0,54.0,66.0,57.0,64.0,66.0,24.9,45.0,1.84,222.55,45.0
4927,28,6,2013,45.0,41.0,68.0,58.0,61.0,64.0,24.9,49.0,1.34,173.18,54.0
4928,29,6,2013,54.0,45.0,74.0,60.0,57.0,61.0,24.4,57.0,2.96,268.84,61.0
4930,1,7,2013,53.0,61.0,92.0,78.0,61.0,55.0,25.5,37.0,1.46,169.1,51.0
4931,2,7,2013,51.0,53.0,93.0,74.0,58.0,61.0,25.3,42.0,1.34,191.73,46.0
4932,3,7,2013,46.0,51.0,86.0,69.0,58.0,58.0,25.5,54.0,1.38,173.66,45.0
4933,4,7,2013,45.0,46.0,86.0,65.0,61.0,58.0,25.1,59.0,1.33,185.54,46.0
4934,5,7,2013,46.0,45.0,86.0,64.0,64.0,61.0,24.9,67.0,1.35,208.34,48.0
4935,6,7,2013,48.0,46.0,91.0,71.0,51.0,64.0,26.3,51.0,1.42,284.99,51.0
4936,7,7,2013,51.0,48.0,104.0,85.0,52.0,51.0,27.4,50.0,1.29,227.33,51.0
4937,8,7,2013,51.0,51.0,105.0,78.0,59.0,52.0,28.4,46.0,1.72,175.73,53.0
4938,9,7,2013,53.0,51.0,109.0,89.0,72.0,59.0,28.7,44.0,1.64,195.02,52.0
4939,10,7,2013,52.0,53.0,109.0,85.0,76.0,72.0,27.7,47.0,1.41,146.92,51.0
4940,11,7,2013,51.0,52.0,94.0,79.0,68.0,76.0,27.2,52.0,1.46,226.33,48.0
4941,12,7,2013,48.0,51.0,103.0,85.0,75.0,68.0,28.3,49.0,1.55,181.87,57.0
4942,13,7,2013,57.0,48.0,103.0,89.0,63.0,75.0,28.6,37.0,1.82,224.3,60.0
4943,14,7,2013,60.0,57.0,103.0,91.0,65.0,63.0,28.8,30.0,1.74,216.76,50.0
4944,15,7,2013,50.0,60.0,99.0,85.0,77.0,65.0,28.7,33.0,1.32,203.38,59.0
4945,16,7,2013,59.0,50.0,93.0,83.0,61.0,77.0,27.1,42.0,1.76,233.59,43.0
4947,18,7,2013,37.0,43.0,75.0,64.0,71.0,63.0,27.3,44.0,1.09,180.17,44.0
4948,19,7,2013,44.0,37.0,76.0,60.0,58.0,71.0,26.8,52.0,1.23,174.65,44.0
4949,20,7,2013,44.0,44.0,92.0,73.0,57.0,58.0,27.8,50.0,1.0,168.32,50.0
4950,21,7,2013,50.0,44.0,104.0,82.0,65.0,57.0,28.9,43.0,1.29,142.71,45.0
4951,22,7,2013,45.0,50.0,79.0,66.0,53.0,65.0,24.3,66.0,1.18,171.44,35.0
4952,23,7,2013,35.0,45.0,85.0,64.0,61.0,53.0,26.9,54.0,1.22,214.99,43.0
4953,24,7,2013,43.0,35.0,93.0,66.0,68.0,61.0,28.8,42.0,1.13,182.07,43.0
4954,25,7,2013,43.0,43.0,98.0,68.0,80.0,68.0,29.6,40.0,1.17,261.03,40.0
4955,26,7,2013,40.0,43.0,115.0,89.0,92.0,80.0,31.4,37.0,1.4,174.63,67.0
4956,27,7,2013,67.0,40.0,121.0,111.0,63.0,92.0,29.8,44.0,1.47,157.23,50.0
4957,28,7,2013,50.0,67.0,99.0,88.0,51.0,63.0,28.5,51.0,1.02,176.46,30.0
4958,29,7,2013,30.0,50.0,85.0,64.0,62.0,51.0,29.1,51.0,0.96,203.25,33.0
4959,30,7,2013,33.0,30.0,89.0,68.0,71.0,62.0,30.3,48.0,1.93,212.97,44.0
4961,1,8,2013,54.0,44.0,86.0,82.0,63.0,71.0,28.6,46.0,1.2,223.57,34.0
4962,2,8,2013,34.0,54.0,80.0,72.0,64.0,63.0,28.6,55.0,1.27,180.74,37.0
4963,3,8,2013,37.0,34.0,82.0,75.0,59.0,64.0,29.3,51.0,1.19,188.63,45.0
4964,4,8,2013,45.0,37.0,83.0,80.0,62.0,59.0,30.7,42.0,1.59,141.26,49.0
4965,5,8,2013,49.0,45.0,75.0,76.0,55.0,62.0,29.0,50.0,1.27,169.89,43.0
4966,6,8,2013,43.0,49.0,82.0,75.0,62.0,55.0,29.2,48.0,1.27,177.61,43.0
4967,7,8,2013,43.0,43.0,74.0,68.0,65.0,62.0,29.3,48.0,1.19,193.38,47.0
4968,8,8,2013,47.0,43.0,85.0,74.0,73.0,65.0,29.6,46.0,1.43,147.85,35.0
4969,9,8,2013,35.0,47.0,75.0,71.0,66.0,73.0,29.3,50.0,1.3,168.01,53.0
4970,10,8,2013,53.0,35.0,90.0,79.0,69.0,66.0,29.2,46.0,1.3,174.79,44.0
4971,11,8,2013,44.0,53.0,84.0,75.0,69.0,69.0,28.3,49.0,1.41,133.26,45.0
4972,12,8,2013,45.0,44.0,82.0,66.0,66.0,69.0,28.3,52.0,1.08,173.41,40.0
4973,13,8,2013,40.0,45.0,83.0,69.0,68.0,66.0,29.1,48.0,1.15,151.44,39.0
4974,14,8,2013,39.0,40.0,84.0,67.0,71.0,68.0,29.4,47.0,1.08,159.88,56.0
4975,15,8,2013,56.0,39.0,90.0,83.0,71.0,71.0,30.2,40.0,1.25,204.72,53.0
4976,16,8,2013,53.0,56.0,93.0,88.0,76.0,71.0,29.8,41.0,1.36,222.82,49.0
4977,17,8,2013,49.0,53.0,84.0,79.0,61.0,76.0,29.1,49.0,1.23,167.39,54.0
4978,18,8,2013,54.0,49.0,80.0,77.0,53.0,61.0,28.4,48.0,1.27,176.39,44.0
4979,19,8,2013,44.0,54.0,76.0,72.0,69.0,53.0,28.8,47.0,1.23,182.27,37.0
4980,20,8,2013,37.0,44.0,74.0,59.0,59.0,69.0,28.6,52.0,1.48,159.99,62.0
4981,21,8,2013,62.0,37.0,84.0,84.0,60.0,59.0,28.3,44.0,1.23,173.42,50.0
4982,22,8,2013,50.0,62.0,75.0,67.0,67.0,60.0,27.4,47.0,1.18,189.65,47.0
4983,23,8,2013,47.0,50.0,75.0,76.0,63.0,67.0,27.4,47.0,1.33,165.51,37.0
4984,24,8,2013,37.0,47.0,77.0,72.0,68.0,63.0,27.4,48.0,1.17,183.14,43.0
4985,25,8,2013,43.0,37.0,75.0,81.0,57.0,68.0,27.1,51.0,1.21,166.98,30.0
4986,26,8,2013,30.0,43.0,67.0,64.0,69.0,57.0,27.5,51.0,1.03,193.31,26.0
4987,27,8,2013,26.0,30.0,61.0,52.0,72.0,69.0,27.6,52.0,1.08,178.36,18.0
4988,28,8,2013,18.0,26.0,50.0,40.0,70.0,72.0,26.5,60.0,1.32,201.92,26.0
4989,29,8,2013,26.0,18.0,67.0,61.0,85.0,70.0,28.4,42.0,2.06,226.8,41.0
4990,30,8,2013,41.0,26.0,76.0,75.0,80.0,85.0,27.4,33.0,1.76,172.5,42.0
4992,1,9,2013,37.0,42.0,84.0,64.0,52.0,56.0,24.6,61.0,1.2,193.0,32.0
4993,2,9,2013,32.0,37.0,80.0,64.0,80.0,52.0,24.1,60.0,1.21,230.84,28.0
4994,3,9,2013,28.0,32.0,88.0,62.0,91.0,80.0,26.8,40.0,2.38,317.32,38.0
4995,4,9,2013,38.0,28.0,72.0,64.0,70.0,91.0,26.5,29.0,1.37,189.34,25.0
4996,5,9,2013,25.0,38.0,72.0,58.0,53.0,70.0,24.1,54.0,1.3,169.21,52.0
4997,6,9,2013,52.0,25.0,76.0,59.0,59.0,53.0,25.0,51.0,1.26,160.18,50.0
4998,7,9,2013,50.0,52.0,79.0,66.0,54.0,59.0,25.2,54.0,1.18,154.03,54.0
4999,8,9,2013,54.0,50.0,99.0,82.0,49.0,54.0,25.5,46.0,1.39,156.44,27.0
5000,9,9,2013,27.0,54.0,84.0,66.0,50.0,49.0,24.4,57.0,1.27,152.11,30.0
5001,10,9,2013,30.0,27.0,81.0,64.0,72.0,50.0,25.2,57.0,1.1,169.63,29.0
5002,11,9,2013,29.0,30.0,82.0,62.0,85.0,72.0,26.1,55.0,1.01,166.21,26.0
5003,12,9,2013,26.0,29.0,71.0,40.0,77.0,85.0,25.3,64.0,0.91,175.43,18.0
5004,13,9,2013,18.0,26.0,64.0,47.0,70.0,77.0,24.4,63.0,2.33,304.66,35.0
5005,14,9,2013,35.0,18.0,83.0,69.0,76.0,70.0,22.4,38.0,1.04,203.56,36.0
5006,15,9,2013,36.0,35.0,77.0,52.0,77.0,76.0,23.3,40.0,0.92,185.16,20.0
5007,16,9,2013,20.0,36.0,68.0,34.0,88.0,77.0,21.3,58.0,1.09,135.5,43.0
5008,17,9,2013,43.0,20.0,53.0,42.0,62.0,88.0,21.7,67.0,1.14,207.71,42.0
5011,20,9,2013,23.0,45.0,74.0,59.0,63.0,67.0,21.9,37.0,0.89,160.93,25.0
5016,25,9,2013,45.0,23.0,55.0,41.0,74.0,63.0,22.7,47.0,0.8,163.9,44.0
5017,26,9,2013,44.0,45.0,54.0,40.0,76.0,74.0,22.1,66.0,0.81,160.33,44.0
5018,27,9,2013,44.0,44.0,70.0,52.0,86.0,76.0,24.7,52.0,0.87,144.03,39.0
5019,28,9,2013,39.0,44.0,78.0,63.0,67.0,86.0,23.4,62.0,1.17,142.18,45.0
5020,29,9,2013,45.0,39.0,84.0,63.0,57.0,67.0,22.8,72.0,1.05,156.0,45.0
5022,1,10,2013,23.0,45.0,43.0,36.0,51.0,67.0,21.2,62.0,1.82,221.3,25.0
5023,2,10,2013,25.0,23.0,40.0,36.0,46.0,51.0,17.4,51.0,1.97,127.83,14.0
